classLast,50,20,space
-5.72136 10.664 -4.19761 5.06639 3.65331 -4.67055 -9.26293 -17.4588 -0.386018 -9.29554 -1.45224 -8.07617 -4.15367 -10.2225 -25.5483 -11.1889 -1.4058 7.23212 -1.34236 1.7016 1.17207 -2.85862 4.48729 -2.94034 -1.47699 -10.9471 -24.3087 -0.0331142 13.2613 5.34666 -2.57377 -5.40599 -12.0658 13.4293 -2.58877 -14.923 -7.39399 7.27001 -0.475684 -12.9265 5.8247 7.69313 -12.6178 3.97734 1.32839 -25.5552 8.68248 -7.19164 13.6901 -10.5771 0
-5.25944 -6.03882 2.4007 -12.821 -4.47744 -3.87355 -7.17532 -5.55041 -9.21368 -11.6981 -3.6291 -8.43762 2.8848 -7.41049 -5.32414 -3.2306 1.60137 -0.279697 -6.40352 10.1937 4.26786 -0.482014 8.91362 4.13281 4.49748 -10.9513 -2.34827 9.74543 6.98441 -11.5672 -7.23562 -1.91861 -5.19404 6.16156 7.83658 16.4675 8.31665 15.7075 9.66395 -6.46977 -9.06537 2.23778 -13.6549 7.61939 7.09918 -15.7256 -14.2498 -11.0708 14.3614 1.98739 0
-9.38034 8.73184 9.83223 2.7594 8.89207 0.782866 -11.7999 -8.1809 -2.93815 -6.40127 0.594208 8.80324 21.7086 -2.06053 -12.3343 -15.2423 5.70974 9.81999 0.123551 6.47548 -4.45828 -2.86889 0.453017 -3.66573 16.5947 -4.51509 -16.4893 9.63872 10.7611 -11.884 -2.85737 3.64248 -2.39492 0.360076 -1.28712 17.2442 2.52233 3.04731 -4.77672 0.243938 1.93353 5.12143 -13.6283 2.406 -4.03048 -14.0755 2.87244 -6.57719 6.16773 18.7003 0
-9.84023 -4.84114 7.24758 1.1896 13.6454 1.36196 -3.80923 -24.6663 -1.20512 -4.04413 3.14958 -5.42791 16.0608 0.756797 -27.2448 -9.50269 2.76935 -0.0633377 -6.34936 -5.47161 -14.2489 -3.42693 8.14943 -4.82457 17.3386 -8.20636 -22.6638 2.06062 19.0557 -3.96858 -9.82773 -4.96905 4.36455 -18.6456 7.11964 15.019 14.2088 -4.75717 -0.0259131 -6.93313 -4.75017 16.3972 -12.6281 13.1175 4.39333 0.213075 -0.0815764 0.634626 8.52754 13.1331 0
-9.10638 -4.15831 7.45422 5.35357 -3.14086 1.1131 -1.86013 -12.0904 -4.89077 -10.3581 -1.79153 -10.9507 37.0426 -6.2081 -4.80079 -9.15603 4.29055 9.51637 0.900338 11.9054 -1.41157 -4.07115 0.756743 -8.00603 -1.61769 -1.96594 2.83872 -6.15059 -8.37422 -11.2137 -8.32932 1.11371 -18.3442 15.8691 1.44086 8.28729 -12.7738 0.929993 9.53035 -11.5744 1.64273 -6.69935 -21.0651 5.15543 -4.67031 0.950094 5.41053 4.52247 9.09133 11.4737 0
-4.47704 4.71204 3.59875 1.72552 -5.85887 -2.84912 -8.76762 -19.0283 -12.8326 -3.31062 -6.65947 -0.632809 32.554 -8.96486 -7.43101 -6.32508 3.95963 11.6927 -1.42406 -11.5458 6.7544 -3.87437 -19.3127 -2.48053 2.81524 -3.05739 -15.8768 1.28353 -2.03222 -6.83583 2.87636 -7.17137 6.74904 -9.98986 10.5256 -12.1232 -6.57066 -16.2027 9.16192 -16.3054 1.16483 10.4886 -24.3122 8.7789 13.4098 -7.73796 16.2498 -4.41821 4.2618 -2.65225 0
-18.5058 -7.43023 -4.85462 10.7217 -1.42409 -1.57175 -10.0801 4.99353 -16.5532 -6.93879 -7.06841 8.77408 3.80436 0.657967 6.6696 -24.3228 5.40416 12.7049 5.42819 -1.60261 1.98377 -5.91764 -1.43948 -14.7517 0.104415 -11.6621 -20.0314 5.77697 13.2786 -3.51682 -7.44575 2.14426 -15.9239 7.04998 3.18487 6.70444 -4.3922 16.9977 8.57231 -10.1479 -4.25698 -1.51831 -1.69954 13.0188 0.49051 5.01529 14.3289 -8.91624 8.9418 22.7977 0
-2.41 2.67784 7.43832 11.7001 -6.29224 -6.53011 -2.43573 -11.0666 -16.6166 -2.64036 3.67703 -0.833802 21.7631 8.25533 -2.61072 -11.5153 4.83371 17.7868 3.49148 4.62025 -1.74131 4.10045 -5.57552 -12.0576 21.2023 -0.851278 -20.7303 2.48798 2.34075 2.04572 -0.77519 7.44692 -12.5691 -4.02584 6.53274 -0.628941 -13.243 5.32899 -3.13524 -10.5033 -20.2313 -3.07775 -16.1967 6.63798 6.20166 -16.6642 7.75206 2.50765 0.858553 11.3735 0
-8.87274 1.95167 -4.06059 15.0949 1.29599 2.42614 -6.6271 3.11704 3.19485 -7.44258 -5.39741 -3.91339 14.8818 -12.0521 -13.7813 -2.62333 -1.12538 10.7644 3.1357 0.73173 -2.79621 7.27568 -2.70878 -8.23216 3.79301 -5.58421 -6.06573 -2.6458 -0.596539 -9.32656 -3.4936 -6.07431 -9.57212 5.30875 -7.51295 8.54923 -11.1138 9.3848 4.84182 -14.3022 4.34592 4.45751 -6.96598 -0.470772 1.36707 -32.0849 1.9728 3.93645 14.8193 -4.52551 0
-16.9526 -2.51852 0.924127 -2.23032 -6.41369 1.61267 -7.42546 -6.92345 -5.284 2.23055 -1.11123 -1.13109 3.58431 5.05978 -10.8541 -17.5626 -0.190177 19.1995 -5.70737 9.10159 -0.476831 12.132 -18.2671 -4.10065 5.53093 -5.75597 -25.9623 -1.94614 -4.43114 -12.4743 -6.62839 0.28674 15.1141 -11.263 0.677964 -7.31516 -2.01852 -1.04435 -0.0321798 -5.54406 5.20927 4.70451 -3.537 9.88794 12.6575 9.66984 8.95881 -3.67213 1.02623 5.98411 0
-1.41285 -6.73063 1.22627 8.45872 -4.35751 0.656369 -11.5526 -27.3171 0.0706018 5.41222 -7.12725 -4.72383 -5.59273 15.2934 -14.4993 -21.9928 -0.621544 -1.42571 -2.00757 -13.8724 -3.52976 5.63685 -2.18509 -6.30136 4.25221 -7.75433 -7.18362 0.021372 8.63493 -6.2601 1.0272 8.54867 16.1735 -8.3245 3.12436 -5.96209 -1.9026 -11.2828 5.28103 -9.13168 -8.83453 11.4066 -13.8869 11.8052 4.18838 -6.93012 -3.85738 2.88221 9.09907 10.1417 0
