classLast,10,40,comma
3.734809397802918429e-01,2.019002142234946340e-01,9.748755283168625274e-01,1.894622127537509471e+00,-3.982618112721987846e-01,1.067253816540443045e+00,2.121997932168066203e+00,2.237535474391648904e+00,1.037377988141833463e+00,3.004044815032276716e+00,0.000000000000000000e+00
2.197664117374672765e-01,-1.444182896554986884e-01,-2.062813778983296764e-02,7.251917337250530782e-01,4.820519627315663636e-01,6.063141317387041873e-01,1.680049062379608937e+00,1.609356089213932695e+00,2.548313486790627636e-01,3.372962307981844710e+00,0.000000000000000000e+00
4.082325301320096078e-01,-2.649228501888384879e-01,2.043561461586312245e+00,1.454300342735158846e+00,-1.978037638257534314e-01,3.491694565069370371e-01,1.569005985653629143e+00,2.053782811702808964e+00,1.625060385210081559e+00,3.520667354895981038e+00,0.000000000000000000e+00
2.842032087342926672e-01,2.871649410872992858e-01,3.657127012992944515e-01,4.716591775285331467e-01,-2.630226676055679169e-01,3.747316134788236663e-02,1.277123301198066052e+00,1.911070785183904386e+00,8.151949290419142624e-01,3.218953026435544373e+00,0.000000000000000000e+00
-6.268654381167177991e-01,-5.158293870216672516e-01,1.168524591560829329e+00,3.276223755067302346e-01,6.718717553790670705e-01,1.136397340502019793e+00,2.338138098872283521e+00,2.661133785978076816e+00,1.672407606011231174e+00,3.927572377930949266e+00,0.000000000000000000e+00
-1.608624051988181147e-01,3.866800090188646788e-01,3.608713415671225833e-01,1.137491646591010763e+00,1.976984304728495734e-01,1.037437992267552955e+00,1.306364583681959735e+00,9.987171682143093365e-01,2.014039453118307010e-01,3.288563790582542445e+00,0.000000000000000000e+00
1.082240075758333031e+00,-1.063163807565229990e-01,9.451185681246725423e-01,1.888646823398170582e+00,8.680518129958022522e-01,9.410411756533760830e-01,1.751686369699961610e+00,2.279081405127435733e+00,1.763085185943922273e+00,3.567873634233819757e+00,0.000000000000000000e+00
1.080769247306515801e+00,1.999145852548583457e+00,5.447722418889684448e-01,3.050968260537601839e+00,5.408511314492695732e+00,-4.486364101393898740e-01,-2.316062536381948700e-01,2.573781303241186702e+00,-7.642498802353653309e-02,2.084646046985936252e-01,1.000000000000000000e+00
1.672431119944861155e+00,1.479954798487940426e+00,5.301492086511881974e-01,3.412943162705114108e+00,4.107206377734900826e+00,-8.106685339632646592e-01,1.524916654710831931e+00,1.861078601118379527e+00,5.319014709682707842e-01,8.459671966854779290e-01,1.000000000000000000e+00
9.371119912859031675e-01,9.673868043846376441e-01,4.732274295181820856e-01,2.884493553523887144e+00,4.294295405165430068e+00,-6.394070602816728233e-01,1.158108062644024550e+00,2.387985246612343460e+00,-3.660263666363487989e-01,1.495056420737347569e+00,1.000000000000000000e+00
