classLast,16,4,space
-9.28406 -8.85637 -3.85893 -2.93377 11.8534 15.8421 2.75895 11.8566 2.27741 -6.07963 -3.36989 -2.49004 -7.82126 -3.45263 -0.760666 5.85403 0
-14.1734 -4.12185 -5.7054 -3.99035 15.0236 2.50088 6.6637 10.8994 -3.49277 1.25122 0.921622 2.3404 8.74772 -14.7012 -10.2618 7.86019 0
-6.50906 -8.61849 0.31329 3.39525 6.20228 5.65269 6.54726 21.9522 -6.94665 4.52175 3.58721 -1.65968 13.0306 -5.50021 -4.88481 4.91303 0
-2.84261 5.16315 -4.8447 -1.8612 8.74435 12.057 7.81461 7.8881 -1.06423 -9.14207 2.60406 1.11504 -6.82596 -10.6017 -9.33466 3.59044 0
-10.7361 -5.97358 -1.3607 -2.4188 6.47283 6.28006 1.13544 11.5615 -2.70281 1.72786 -1.58885 3.10231 6.53981 0.00175981 -15.6654 3.22792 0
-9.652 -15.1569 -4.66726 -0.327336 5.91802 1.28933 0.641206 10.0948 -0.284944 -13.9992 0.303861 -3.86609 -6.2818 -7.07485 -3.56058 3.79229 0
-1.97917 -7.09698 -9.1748 -4.79019 6.99695 7.3412 5.31179 8.53464 2.83068 11.6209 -10.7128 6.17717 0.501497 -10.1443 -1.9575 3.94506 0
-6.39807 -19.8027 -3.1427 -2.58726 5.49652 2.31377 3.24578 10.1336 2.77278 -1.4196 -11.9239 -2.82134 -9.44339 -2.7227 5.86168 2.52974 0
-8.85688 -16.7338 -6.66218 -0.0801337 9.49332 11.1137 0.976027 11.6904 -0.00241618 -0.337909 -13.1119 -6.99295 11.8216 1.36773 -11.1021 7.50457 0
-3.81931 -15.3608 -4.46245 0.908382 13.6497 10.2113 4.64191 4.32715 1.58476 -2.18179 -13.1605 2.42558 -0.712176 -1.88681 -17.8662 3.68086 0
-8.41032 -5.99158 -2.50265 1.8195 11.2907 7.69753 2.00951 8.40681 -1.12989 -8.66921 6.07828 4.50539 4.00031 -9.42839 -14.1055 5.75428 0
-7.14591 -2.99783 3.55488 2.16775 14.8013 3.27035 5.52803 -1.27764 4.98704 1.12592 -6.10225 4.60159 6.81924 5.56975 3.95377 3.08581 0
-8.74859 -21.5879 -3.65064 -1.65398 14.0702 6.5594 1.91173 5.81361 -0.138326 2.79557 -8.01853 5.48742 11.7417 -5.71536 -6.95216 10.2661 0
-10.7948 -14.3258 0.290094 -1.02013 9.307 11.2327 1.25612 11.7326 -6.93865 -14.0512 -14.4777 -7.7243 -4.86794 -9.8335 -2.07852 5.5751 0
-4.50427 -12.0038 -3.83206 -1.52165 15.8633 8.13497 5.1511 17.6748 1.39547 1.63754 7.15695 -0.157969 -1.13363 2.12014 -13.5693 4.47761 0
-10.6239 -8.87563 -1.53566 -0.545628 8.0388 9.17475 -0.884194 22.3664 0.911872 -5.94096 0.842429 0.754337 -2.70904 -6.41946 -6.59026 4.03202 0
-5.55218 -4.58553 -4.32027 -2.49782 11.0821 16.3647 -1.18584 14.4165 2.24378 -11.1098 -10.7461 -5.33195 -0.996468 -12.8146 -6.05356 2.31915 0
-8.44796 -5.22064 2.12527 -2.76217 2.15275 6.60659 4.2785 3.18711 -0.316243 -4.42155 -5.0036 1.15769 0.19814 -8.35922 -11.8003 5.53223 0
-11.5014 -7.88729 -2.43786 -2.23253 8.98681 0.414858 0.779809 19.1024 -5.30941 -7.89436 -13.6292 2.89549 7.81116 7.00833 -4.76111 5.8797 0
-9.41802 -3.89272 5.44699 -4.58123 7.73023 8.58063 -9.09778 2.43332 2.87109 -1.45616 -10.525 -0.860543 6.42399 -7.66276 -3.06806 4.13679 0
-10.7609 4.92245 -3.49688 1.38198 8.51818 11.7877 8.67295 8.72808 0.372223 -4.98352 -1.8109 3.80597 6.60349 -15.3083 -7.88556 8.28598 0
-7.88627 3.6478 1.9276 -5.27109 4.53048 6.97423 -0.913909 13.4199 4.11975 -6.62095 6.3954 0.245185 11.3882 -11.1298 -17.4419 6.44094 0
-7.96886 -8.47558 -2.70755 -6.55365 11.091 12.447 5.00163 13.981 -4.33429 4.08461 0.0548741 -0.394194 -0.207005 -1.64024 -23.9585 4.72012 0
-15.3707 -1.39477 -3.9548 -2.2491 10.0118 -0.728035 8.64908 14.8549 5.86608 0.766574 -15.1508 0.121266 7.04046 -20.2128 -24.4994 7.03189 0
-10.7159 8.54658 -1.19492 -3.40581 9.22335 4.54791 -0.72799 2.78463 -0.95381 -2.77395 -6.73257 1.15928 13.7713 -1.38278 -5.15141 0.233859 0
-10.2269 -2.63936 -7.62392 -2.26048 9.84603 10.4558 -0.849132 9.90622 1.88513 -10.6344 4.03151 1.96852 6.67971 0.540227 -2.28483 5.38077 0
-4.14948 -3.64322 0.887198 -4.38478 4.2603 7.89977 7.22515 14.6484 -0.272786 5.08847 2.47745 0.0103573 16.593 3.28039 -27.3574 5.57047 0
-6.71989 -3.66235 -5.36545 -0.869554 12.7563 7.72526 -0.624925 14.0326 3.07715 1.37379 2.70873 7.16271 -3.01884 -5.22234 -0.00614959 2.62463 0
-4.97038 3.6496 0.578902 -1.29762 7.39854 6.39347 3.51522 18.5571 4.34114 6.47077 -10.5721 -0.993028 5.44738 3.25894 0.213815 3.18183 0
-9.07526 -4.43925 -4.88351 -2.28389 14.4349 20.259 2.69639 13.5168 6.4272 -21.5208 -1.80453 0.188014 5.4305 3.70696 -12.3799 2.97799 0
-12.9996 11.1338 -7.27985 -4.67148 5.12763 2.30612 4.22787 5.65262 -1.76879 -12.5968 -8.21031 3.7252 1.79892 1.47589 -3.21084 3.12225 0
-18.6991 -10.1521 -5.80134 2.23774 8.65733 11.9176 4.85034 5.52769 5.68817 -7.93239 -6.05373 -5.28279 9.08516 -7.95513 -5.58875 5.83562 0
-10.9094 -2.68658 -5.28342 -3.15756 9.03036 5.99899 4.62287 15.6358 -4.42588 -0.858205 -2.35412 0.430015 2.4422 -6.61583 12.8832 5.63113 0
-5.80012 -7.49991 -0.134037 1.2444 11.6639 10.6634 5.0217 3.03708 -3.96724 -4.72487 -1.22614 -0.643988 6.71087 0.370544 -0.899654 1.57098 0
-8.4665 -15.5331 -0.850444 -1.36935 12.0385 5.75638 5.49352 4.48908 2.37646 3.11822 -7.30677 -3.10067 -0.534202 6.29733 -2.42945 5.81866 0
-9.5689 1.97733 0.898067 -7.92792 -0.774175 7.81275 -2.23988 8.30858 2.12995 5.14499 -4.57155 -2.50542 9.95107 -6.89564 -6.33018 7.84255 0
-7.43571 1.2087 -3.30327 -2.77697 1.65539 7.72782 3.94677 -3.61669 -2.74517 4.73393 -10.823 -4.72473 -4.28693 -10.9599 -0.945661 3.0869 0
-7.40012 3.00911 -1.30134 0.0878541 3.42571 6.802 3.55448 13.08 -2.76721 -1.56357 -0.985544 -5.33149 9.68754 -1.48838 -0.744681 6.7321 0
-14.9458 -0.208065 0.127436 -1.64327 4.16198 6.06347 -1.67809 19.6242 -1.29465 3.46192 -5.27833 -0.510969 7.6324 -2.58511 5.24086 4.60169 0
-10.29 -3.35752 -0.509923 -1.24783 4.17522 0.855665 7.28489 3.27577 -0.913798 -0.261233 -8.68584 -3.09679 0.990427 -3.89244 -13.5507 1.32969 0
-7.75267 -0.199548 0.0406964 0.977139 7.48767 -1.50452 3.60627 12.5097 2.07551 -2.07255 -3.67812 1.53698 0.0811816 7.00194 -26.9762 3.19909 0
-8.02894 -3.42617 -8.06823 1.5534 11.7296 5.59179 5.38731 0.417779 -0.87542 7.94351 -7.21373 -1.20471 -4.78783 -7.6214 -19.1735 6.3545 0
-10.3671 -7.05864 0.430862 1.96063 8.62043 1.87894 -0.881994 12.4063 -2.59793 1.01842 -13.2399 -3.14851 3.55432 -3.23529 -4.39323 7.6109 0
-9.6147 0.023573 -2.72868 -2.07348 7.75569 7.86234 2.8409 0.512747 -2.20958 -13.7583 -6.44671 1.09659 4.69597 -11.2899 -18.4305 6.17772 0
-9.49797 -6.00475 -0.997027 1.28844 9.93887 12.1359 1.644 1.92581 0.67939 2.39927 -8.1718 -6.21832 -3.23798 -5.01667 2.12153 7.2314 0
-8.55479 -2.21755 -1.85454 0.949199 2.7743 12.5395 2.73078 5.24091 1.95309 6.42127 -10.3001 4.85083 5.87648 -1.46496 4.59763 1.90454 0
-4.44058 -4.32735 -1.59333 -0.484348 4.37847 6.1899 1.26979 16.2085 -3.28702 2.30752 4.96674 -2.04217 3.58507 -16.2873 -2.59474 5.2103 0
-2.71293 0.187425 -3.17269 -2.22803 17.3096 9.52298 8.28368 10.8302 0.384098 -6.35467 2.51791 1.24495 10.4383 -10.8311 -3.13078 7.0354 0
-10.1934 -11.1947 -6.49881 -8.23904 8.21973 15.207 -0.640148 -5.87027 0.582181 -14.9517 -0.0112535 -4.74718 6.15128 -11.7304 4.29318 7.87634 0
-5.66028 -0.729965 2.24194 -3.60521 12.0311 9.51731 1.5849 16.728 0.802739 -12.8548 -0.603203 0.00150642 0.255299 3.58907 -9.80227 9.18545 0
-10.5511 5.89028 1.98442 0.67293 6.09264 6.63978 9.4494 18.392 -2.16772 7.06135 8.38721 -1.16746 11.5271 -19.5677 -0.458734 0.226306 0
-11.8244 5.3186 0.839765 -1.48858 12.3347 13.0761 7.06694 11.549 0.661202 13.8585 -13.1819 -1.16027 2.45147 -3.97523 -17.8471 3.07215 0
-4.32361 -16.6017 2.78586 -3.45055 8.18174 10.9394 3.61312 5.16095 5.9541 -12.8853 -12.1882 -3.24225 -3.27984 -11.4357 -7.74881 3.41915 0
-17.8806 1.36107 -5.52199 -0.646058 8.41842 14.529 6.42356 1.08236 -1.16971 0.43046 8.51129 -7.06026 5.75767 -5.35814 -8.52829 -0.40514 0
-11.0885 -4.3012 3.83948 0.0161183 -0.845886 13.8791 5.25556 3.82012 5.35545 -0.773644 0.18835 -1.31989 0.772571 -7.06022 -6.76292 6.57181 0
-8.43956 -13.2994 -7.9971 -0.746732 14.4726 8.82946 0.423708 7.74707 0.745534 -7.71783 -6.05457 -1.35656 15.3964 -14.3868 -12.9448 3.62823 0
-11.5569 1.08559 -6.14604 -4.30359 9.63021 -0.43342 9.88231 8.63 2.61087 11.0044 -10.409 -0.569456 10.6206 -6.46379 3.89333 6.32201 0
-11.5825 4.98073 -0.763163 -4.48655 9.61552 6.6765 1.57858 4.65252 -2.22018 -3.9956 6.02838 -2.18507 14.1987 -6.99078 -17.5428 2.34304 0
-11.5834 0.132478 0.689193 -2.25579 10.7101 15.2594 8.63077 12.4551 0.953314 -13.4175 -11.1275 -5.58306 2.24158 -2.50242 -23.2024 4.30543 0
-10.3238 5.88637 -8.22796 3.87278 6.27151 13.8379 1.74 3.77402 7.71924 1.8455 -5.73276 7.54709 12.95 -2.11046 -9.68712 5.05264 0
-5.20666 -6.64349 -2.63976 -1.17553 8.75782 9.76837 6.01642 0.844371 1.41348 1.41049 -1.71086 -1.46477 6.38856 -7.35354 6.59301 5.28182 0
-10.8449 -7.69108 -8.31487 -0.0113954 7.83478 6.0321 3.57167 13.5358 -1.61447 0.129121 -8.90984 -7.16676 6.53595 -9.8716 -1.77922 2.9018 0
-6.66329 -16.5209 -2.67155 3.11126 6.85713 1.16573 -2.22865 2.38942 -3.01849 5.68011 -2.17644 3.20074 -1.439 -5.06177 -16.0554 2.55906 0
-3.64844 -8.39514 2.5714 0.193179 -0.601646 6.07546 10.3462 -4.1074 2.56778 -9.00795 -6.22265 -0.301471 -0.861476 -10.2396 -8.19398 6.85283 0
-9.11764 9.04118 2.72665 0.520392 8.30372 5.6377 0.602313 14.5594 0.91789 1.14339 -10.7498 -3.40361 2.24643 -2.42309 -6.33079 2.62914 0
-6.43469 12.2282 -4.93024 -6.90376 7.98026 11.1464 5.28692 13.2085 -1.76721 -4.48731 -3.29302 1.44633 16.0513 -2.90701 4.04478 2.88137 0
-12.5496 3.1228 -3.821 2.64728 8.79056 10.892 -0.354213 15.9431 -0.277594 -8.14043 -18.3085 4.31996 16.7128 -5.93901 -17.698 2.85189 0
-7.02708 4.05001 -1.08309 3.03956 7.24216 6.63742 3.76425 7.0966 -0.166647 -12.0548 9.47672 -2.55906 9.8548 -14.7057 -7.83805 2.87616 0
-8.68632 2.08733 -3.20027 -5.77628 12.9842 8.53819 6.25921 8.5951 -2.82243 -2.74435 -12.2584 2.22405 6.60813 7.30038 -15.8043 5.6788 0
-12.7155 -9.49887 -4.19119 -1.22202 9.38885 8.26617 1.26745 9.20811 0.527003 1.35325 -2.24474 -5.08373 1.03279 -0.933157 2.94592 6.66955 0
-7.44593 -15.2699 -4.16106 -3.13977 12.6997 9.11496 0.0148473 18.4553 3.59921 -19.3624 12.6169 5.4032 -1.17001 -9.67433 -7.44495 2.52209 0
