classLast,20,10,comma
1.000510478558701122e+00,2.670826183033429668e+00,3.102685043108802887e+00,2.092629958222222142e-01,-3.177727499180026394e-01,4.318081206541835027e-02,-1.885280528357546892e-01,-6.350200937756965702e-01,-6.610961078781363298e-02,4.229957035412981736e-01,5.714917856763259696e-01,-1.852996987451597022e+00,2.993584783117900772e-01,9.509745429628737590e-01,-1.171801699429916965e+00,6.048658698393016842e-01,-2.188476895508035813e-01,-3.015015331473739568e+00,4.940339462249985214e-01,-1.369582650587577888e+00,0.000000000000000000e+00
9.737086527847021999e-01,1.818704671336627277e+00,2.715892438635055584e+00,2.781434572327212695e-01,3.454066065757549486e-01,2.326323379870527397e-01,-8.044029613874492668e-02,-4.474201189612873053e-01,1.694159014098509386e-01,1.134274279135436991e+00,-1.298426866600775609e-01,-1.588054822484548101e+00,2.095039474298089899e-01,7.152527639511656599e-01,-1.512802242786649431e+00,5.848436732402203519e-01,-2.492603832536292030e-01,-2.778935301655372836e+00,-6.547242195751779015e-01,8.836878567978456722e-02,0.000000000000000000e+00
-1.164704614847739128e-01,2.345583069670146514e+00,2.286252581714688592e+00,-4.241933740166240474e-01,1.268840711509812813e+00,2.219365198239076631e-01,1.923025111709794621e-02,4.230236070610446375e-01,1.305501876622433555e-01,4.991882116151020177e-01,6.225825001983504858e-01,-6.310392616116102804e-01,3.802071773340189864e-01,8.499984567256658741e-01,-1.051901675295316529e+00,1.140539794449670907e+00,-6.372491043086226936e-01,-3.251776422096745556e+00,8.623970146718519247e-01,-1.068007452934463863e+00,0.000000000000000000e+00
5.422581307114686666e-01,1.344720111988699118e+00,2.004394765250264943e+00,5.629445212096598761e-01,2.678827093093170131e-01,7.681937640117748600e-01,4.831378133943977637e-01,3.757515580920848253e-01,-1.225912242828651189e-01,5.000176809562566493e-01,-2.920120621132269445e-01,-1.427240747973759216e+00,-8.430060678426639642e-01,6.939340175843006220e-01,-1.160830466884282153e+00,3.354979558260986483e-01,3.595974019734652916e-01,-2.823832579460697545e+00,3.984208578478981577e-02,-2.663483272699546101e-01,0.000000000000000000e+00
8.089165920375741559e-01,1.377502813186198605e+00,1.894129679334920047e+00,8.000446103449360136e-02,7.435216059097369268e-01,7.662939899740681682e-01,5.226301896287104398e-01,2.190295562146077346e-01,-2.322462971010583743e-01,7.375698150762014516e-01,9.807757932533095468e-01,-1.635270387096835476e+00,-1.549437619920603915e-01,-4.128903723063758191e-01,-1.332583812950771884e+00,1.331240332380744240e-01,6.312436866068766861e-01,-2.687170360807146441e+00,-1.077491350053028651e-01,-5.284920430751210985e-02,0.000000000000000000e+00
7.767897542680491929e-01,1.544442526808114335e+00,2.415537461799492025e+00,2.300573012006238149e-01,-1.284471117469174750e-01,5.027791075983524260e-01,5.365295830317058368e-01,-9.191529654551472417e-03,-2.459300255166841920e-01,-5.255878688476467442e-02,-4.256857274007967429e-01,-1.774081634099415883e+00,-1.520648877918790165e-01,1.484273692489247676e+00,-7.938328296787160454e-01,1.050671969295901231e+00,3.952590992516665791e-01,-3.516417695668715648e+00,5.527037547394825223e-02,-5.449357033997767052e-01,0.000000000000000000e+00
1.328459071042955797e+00,1.841656041306867664e+00,2.202038984261818211e+00,2.023941121533628928e-01,3.906916450860254408e-01,1.018330948891527310e+00,-4.109772035506376042e-02,9.258976857345447842e-01,-1.485709485202075242e-01,-2.861483129375678169e-01,-1.234284734937312056e-01,-3.997028492317417081e-01,-8.794139140641372698e-01,7.807731088968785649e-01,-1.065600857165095450e+00,-8.517281283008071302e-02,2.965702663500497938e-01,-2.767748370001174241e+00,-1.367928485468872246e-01,4.079512863307442894e-01,0.000000000000000000e+00
1.124976691156956754e+00,2.043190397137228498e+00,3.076779314181879332e+00,3.220359044754486089e-01,4.519242861623394836e-01,1.071361299658692978e+00,5.642724651199942931e-01,-6.824741118103740956e-01,-3.098520188513126383e-01,2.009215200128589007e-02,1.109695005848990307e-01,-1.758840831022594475e+00,2.065497584630134331e-01,1.634844359157479943e+00,-2.103009190206504009e-01,1.247887639899380563e+00,1.710536795917562969e-01,-3.121763666506159662e+00,-4.625770320621280796e-01,-6.967964686809161590e-01,0.000000000000000000e+00
8.582701629062087223e-01,1.376786990405557409e+00,2.678451341294844745e+00,9.395843091037875405e-01,1.727269308407898829e-01,2.317810259290500330e-01,-2.349924831652983048e-02,4.308362546046947128e-01,-4.144915618300721860e-01,-5.800964921817225450e-02,-9.560810724699742025e-02,-1.437451453777248478e+00,-8.483248498258189052e-01,6.636159138929165202e-01,-1.041929810438689818e+00,8.771663214530067698e-02,1.274428939390278848e-01,-3.369843379847988984e+00,-2.687407218586548852e-02,1.791501041667562522e-01,0.000000000000000000e+00
5.534253107595613619e-01,2.137141535199978293e+00,1.830488590986974362e+00,-6.715167743418848367e-02,7.679551781941086341e-01,5.113812225333763672e-01,3.862623280806564696e-01,-7.316750021100629220e-02,-5.728856795372139210e-02,3.511182753616995389e-01,2.169765241495413000e-01,-1.149996787356896144e+00,-7.196991756791687456e-02,-8.741281054640315240e-02,-1.450554297809869553e+00,1.576274425258619383e+00,6.192794721039350803e-01,-3.500170430657869591e+00,7.985197977553020188e-01,-8.625947590891436256e-02,0.000000000000000000e+00
