classLast,50,40,comma
-6.914867528279488029e-01,3.164714922813904319e-01,3.670975529657258263e-01,5.637875506200984432e-02,1.370148587213732672e+00,9.253428794186377981e-01,4.738938768731402740e-01,-7.595393567154611336e-01,5.686461980970176910e-02,1.607388452876203633e-01,1.019322784243619662e+00,2.384122604787584643e-01,7.545527243978413789e-01,6.334955818976399922e-01,6.232081183733318985e-01,5.812798677532076130e-01,1.178971514375377838e+00,4.021459231347965790e-01,1.863643081588924610e-01,2.958020696775596203e-01,-2.532861751759374336e-02,1.834979551087546901e-01,7.138450146827008957e-01,-1.673332718491130633e-01,-1.750203989577957531e-01,4.411351353620234783e-01,2.027002991533368714e-01,3.008536162466146635e-01,8.107834139868506096e-01,9.291683359345619397e-01,9.655651136547309665e-01,-6.254465233261479185e-01,1.138983971569359210e-01,7.455463766290291172e-01,1.674142847531276401e-01,1.044508376499435398e+00,1.577500701652512216e+00,4.927094140641019582e-02,4.748148724834695411e-01,1.557008980253880570e-01,8.487255805196620706e-01,2.218842099439349180e+00,-5.277149285894228159e-02,-1.398222962439080175e-01,-4.962941345015569050e-01,-7.850161628697299721e-02,5.739130215943520907e-01,5.088527841913622618e-01,4.464623219373984875e-01,6.768019378564492650e-01,0.000000000000000000e+00
-8.435927755860972432e-02,-2.371525752471881909e-01,1.094626154042054600e-01,9.193472168687333301e-02,8.052661204065958422e-01,4.200790779585560353e-01,-3.852311006003472649e-02,5.884215629629571120e-01,5.026542172250532403e-02,1.185400240051005943e-01,9.480612399758289177e-01,7.446406536256902076e-01,1.365078637698200481e+00,-7.293845941874232963e-02,4.765460268137138300e-01,8.202340942465948803e-01,8.882790233415621683e-01,8.315945951906508204e-01,1.235773691146594189e+00,2.766705216920274379e-01,5.520909926983247340e-01,3.992397275604981921e-01,1.133639961541013097e+00,5.129866623606702536e-01,-4.188693899513837859e-01,4.752482413845885989e-01,1.159195063871856446e+00,-9.801910576756572846e-02,3.287072400505748337e-01,1.554419653944753010e-01,1.185964066743614653e+00,-7.828571656895864095e-01,-8.387500247530793596e-02,9.064730524320934180e-01,2.153551687971096973e-01,1.049841287734862627e+00,1.385054419372966805e+00,1.003725743116110181e+00,1.221060048639702300e+00,6.043480343390957854e-01,1.107528024466527095e+00,1.940127998785099228e+00,8.672350903789742826e-01,1.782054221120047410e-01,-1.712222996322150248e-01,-6.404539728380093111e-02,4.356288461230132247e-01,8.045645558604536118e-02,7.899017798476041241e-01,-3.490244219694013106e-01,0.000000000000000000e+00
5.692999943098417948e-01,-1.857405560597001903e-01,-3.720592772619917277e-01,3.805533594390508867e-01,6.411897224292071318e-01,1.010203805374523700e+00,1.644290283663445651e+00,3.304052066081316630e-01,7.017321974944045193e-01,-3.515321691827636430e-01,1.267817983979610652e+00,6.465571990590956997e-01,4.613446565589154336e-01,3.684355951409650221e-01,1.167387873517931496e+00,7.932146645195501389e-01,5.166511537751595773e-01,-7.865649272770135481e-01,2.947205208418168798e-02,3.187734329553432167e-01,1.199755345602099732e+00,9.705464332981506015e-01,1.073791184992935577e+00,1.590523034770985333e-02,4.731027803120686492e-01,6.749083780193778637e-01,1.143697240504521817e+00,9.550890585058346982e-02,1.835440779260890110e-01,4.980772826005315235e-01,3.355006284658839655e-01,1.127617676810208636e-01,4.387606079458983288e-05,2.363813066189341949e-01,4.408733485375601613e-01,9.202762182131032365e-01,3.888161937428510351e-01,3.556462705628991583e-01,1.236628708476026350e+00,2.161270845912897087e-01,2.297988135080248906e-01,1.869395112553765115e+00,6.312620390580003793e-04,-2.907647834154455380e-01,-4.742939051367460745e-01,-7.387939636969461654e-01,9.221254093684008168e-01,4.331361859184498231e-01,-4.891009071953626997e-01,9.244667661737873132e-01,0.000000000000000000e+00
2.991578453322853437e-01,4.480502803333893391e-01,7.066045053336390547e-01,6.583500014831880076e-01,2.454819580681698366e+00,5.078882301694087609e-01,2.883395640105356206e-01,7.168356343268198483e-01,-3.837000751900956352e-01,1.979365696631202598e-01,1.083387549210677925e+00,2.381851798648989826e-01,1.598378393320742497e+00,-3.371848901046153868e-02,8.306002746642923151e-01,7.417035581223984098e-01,8.641326768543891035e-01,4.146566638403696992e-01,2.327554594393355103e-02,3.406856380931632122e-01,-2.006574073086479504e-01,-5.448180373300779422e-01,-7.620060518418481088e-02,9.904081613195506173e-02,3.878174874910526593e-01,6.892841656514678839e-01,1.062722750315717057e+00,-1.603196286682344596e-01,2.379593582033432408e-01,1.297636493008579972e+00,7.610153993819295248e-01,-1.396232852156563453e+00,3.163256077678857636e-01,1.004373812961477874e+00,-1.624169366499046419e-01,7.198169708106532116e-01,1.151169132712091869e+00,1.041908755805620590e+00,2.119113184725066823e+00,-1.844575786344165302e-01,5.473409532572871550e-01,1.719421351729249370e+00,-2.087948951458754587e-01,6.151306702259371484e-01,9.842580291373944634e-01,1.072397613089020041e+00,9.244306539273398071e-01,-1.605512184181839830e-01,8.206429805972321745e-01,5.150344288768371470e-02,0.000000000000000000e+00
2.498123243753955780e-01,-3.676082768713120341e-01,4.172604507108254035e-01,-1.497843639923467363e-01,-9.559620720953443396e-02,1.037319961447779049e+00,7.636557069716685131e-01,1.005986062145471926e-01,3.974993003707234518e-01,-7.904080774810958721e-01,3.798138566609352007e-01,-2.364339009991430762e-01,1.623930811498806470e+00,-3.978309240383188783e-01,8.542043238120753390e-01,2.985158277854340625e-01,9.529822281450622823e-01,-6.041629332336616587e-01,-8.004793466710233840e-01,3.334938660030283830e-01,3.753548849484639183e-01,-8.159235667413854420e-01,-7.758090788088412015e-02,5.345808743898957660e-01,8.339404133628330884e-01,1.774865371341528775e+00,9.195258049343357776e-01,1.531053175831748603e-01,2.580243769269121579e-01,1.373001063799005106e+00,3.021549142439305946e-01,-7.110474602825471724e-01,-1.888848951614990890e-01,4.955422787343992663e-01,-1.110857004646071955e-01,-2.570257912858819882e-01,1.640399253538140645e+00,9.061241199464923346e-01,8.679163106122056437e-02,-8.240302996812249869e-01,-2.475943055520258840e-01,3.516797167722550910e+00,4.089215735145925179e-01,-3.443045591762946556e-01,1.139657650232565045e-01,7.431264605068346185e-01,6.558875697670982774e-01,1.131516997747959330e+00,6.364913886820282585e-01,1.326568618900971108e+00,0.000000000000000000e+00
4.571368098315299333e-01,2.439607221346054844e-01,3.198590658284249932e-01,7.624619249897698348e-01,6.584027844143467423e-01,1.430792065908195188e+00,7.845033528865595907e-01,1.730234485860702165e+00,2.977290991253112584e-01,-1.153451289498444443e-02,1.801475233086441974e-01,6.862276222474619214e-01,1.578995748325991100e+00,7.805966696371193780e-01,2.845150523987590718e-01,8.418829116837254212e-01,6.149702674768042776e-02,6.334609817309133639e-01,-1.101583044052923732e+00,-3.059888191957941816e-01,1.173452897683722185e+00,-2.512555318959562856e-01,-1.719953689024540378e-01,4.610846146074814578e-01,-1.869178039530364210e-01,1.307828531189325183e+00,1.382237340906923961e+00,1.142834346015901392e+00,9.156620333209987139e-01,1.062701998279195870e+00,4.763313264093010924e-01,-7.241419615756743422e-01,3.699663829467028098e-01,7.533545120395931383e-01,8.756960852756173752e-01,7.364804853323226874e-01,1.432786169934841425e+00,3.317246240563934134e-01,7.093672256682792554e-01,1.264736234444437113e-01,1.225967101241423274e+00,7.158577941023713809e-01,-2.444712271144871552e-01,5.576206684735918184e-01,-2.654325573769433788e-02,3.551240325726821023e-01,5.550186818942219880e-01,2.737092060443476749e-01,4.485386724342002585e-01,1.454468957215047986e+00,0.000000000000000000e+00
3.391963658773058943e-01,-1.348466268832517190e-01,3.909810394833531655e-01,1.809107430515200510e-01,1.201196658976730447e+00,9.828432962907145409e-01,8.780302632234756599e-01,4.553415289526965282e-01,-3.937262752897873197e-01,3.285592156964359245e-01,9.901549615424413142e-01,4.330749230559686747e-01,1.588546312824841378e+00,5.155978055662810977e-01,5.858905288799103328e-01,9.549164277452151239e-01,5.276882097877899636e-02,-7.466283328437267608e-02,1.859895653768978974e-01,1.549229855966493818e-01,1.199909332547465374e-01,-2.165476154411221099e-01,1.231858358163289369e+00,2.793058530422743990e-01,2.647232172692350893e-01,2.573013266811431388e-01,1.126836833006419125e+00,4.756441211743019926e-01,9.755894831160333291e-01,6.344904784384024499e-01,-1.700562371125650396e-01,-1.253938446963132947e+00,2.867713261811604131e-01,9.637182035934001023e-01,6.053884424208757498e-01,9.511369057118712611e-01,7.763004980255091558e-01,4.748688065479207410e-01,9.422836451829349480e-01,-1.596579302339400097e-02,8.289660095245294791e-01,1.749572831302680154e+00,-3.104592396676489896e-01,-1.151036870957258262e-01,3.786006914358811537e-01,6.165157155359120983e-02,1.233547474026970958e+00,6.542317862341076040e-01,-2.727277338114888483e-01,1.335300639790748978e+00,0.000000000000000000e+00
3.862846645728191808e-01,-3.907172411449419402e-02,-1.819164515848143426e-01,4.528567660067539524e-01,9.612594812940571387e-01,1.139695699749374569e+00,1.755558974354288093e+00,9.123349999728358473e-02,1.153875064901612291e+00,6.897121552636512609e-01,4.439703513436675797e-01,-5.094762748181710377e-01,1.236007999240557709e+00,5.714693664789873839e-01,6.466962948151930846e-01,7.413262111031766466e-01,1.630842909357508308e-01,4.412132155932565469e-01,8.440168906843763252e-02,-3.986413279510150343e-01,3.302115193801702930e-01,-5.456189651007137265e-02,9.737302923809509902e-01,8.716724418895089865e-01,4.651044771215557261e-01,4.752568778532562099e-01,3.296887814690071528e-01,6.979161660100823283e-01,-1.577309903854878792e-03,3.265263657924594165e-01,-8.586346914903822403e-02,-7.147796296164055097e-01,1.318443033675978371e-02,6.577167730083750552e-01,5.168257872520396479e-01,5.620429660208207112e-01,6.743307081569627215e-01,3.961078285791033160e-01,5.879075802457794930e-01,-9.250299605866110775e-03,1.658180503353205770e+00,2.178624212422356266e+00,-2.964688891204555476e-01,5.698957298114784575e-02,3.963178023327139643e-01,3.958895367204048332e-01,1.325751602165182952e+00,1.552522344028483658e+00,2.749078709952671451e-01,1.352099204424422885e+00,0.000000000000000000e+00
1.299911647997460673e-01,3.336014506644465194e-01,-2.239814473853550258e-01,1.262459445499516608e+00,1.753930782751766060e+00,5.173057271409176039e-01,9.579933180545071592e-01,5.221624655279865079e-01,-1.220020127313772851e-01,4.003538481226787127e-01,1.312028461999907858e+00,1.228997460566656930e+00,1.241352706030217634e+00,2.869734164125004594e-01,5.923351544104038524e-01,8.547838699883282265e-01,3.036954445076261999e-01,-5.366136208642241501e-02,8.071305000614259484e-01,6.941582897808133978e-01,2.356280362113712390e-01,1.641024859612902898e+00,1.625743363897366733e-01,3.083885695205454414e-01,7.735826723112747549e-01,2.602126757306968408e-01,9.942843676709771650e-01,3.103420828951470867e-01,3.019480610088884909e-01,1.492692687326663936e+00,-2.558181142085254600e-01,-8.822545659127823958e-01,5.458089561859658101e-01,5.939801788461338550e-01,1.047618891732393642e+00,1.770359388648111487e+00,1.238859740557995970e+00,1.244468435980700116e-01,9.141656686709380697e-01,5.027733397577176522e-01,1.668945833645084198e+00,2.231874594919685872e+00,2.918320346678003885e-01,4.809846338576279079e-01,3.962814910524254941e-01,-7.181405449997234625e-01,6.975567312306690804e-01,6.095183235624784812e-02,1.945030025476892077e-01,6.121014007639503651e-01,0.000000000000000000e+00
9.281103064342247633e-01,1.886498075440973254e-02,2.328980015277710702e-01,4.481707691105766278e-01,1.648164432741741958e+00,2.610639328204487075e-01,1.146012643742906789e+00,1.191192741628796625e+00,-1.746411915557074535e-01,-7.570008071410100348e-02,4.192225147537779750e-01,6.714742487070713972e-01,7.033600613807560187e-01,4.836848419530903609e-01,7.522653066418245604e-01,1.587526353878971008e+00,8.297166189046740747e-01,-2.263551682478189830e-01,4.858986384296389294e-01,-8.252434960277651443e-01,4.114415760366674224e-01,6.886684921350409994e-01,-1.511289508198636611e-01,1.622446372298712025e-01,-1.303088116693880416e-01,8.701401787795535192e-01,4.569688082537401441e-01,6.596073280946228579e-01,6.466852903806619146e-01,9.900337704712658393e-01,1.911031825965838205e-01,-1.247806795266454438e+00,2.558011491265667625e-01,6.243013760221094444e-01,-7.805280915351835436e-01,6.885162661261469141e-01,1.293887606103917287e+00,1.091815983482822716e+00,1.233201283353995814e+00,1.451850054509286059e-01,-1.858640912716449378e-01,3.215371682437750955e+00,-8.380055674106284824e-01,6.315354734500522316e-01,5.719797813390412600e-01,3.260792160106633364e-02,5.228958726500396725e-01,6.899256030277494123e-01,4.009814656178805059e-01,9.037779756145569721e-01,0.000000000000000000e+00
