classLast,50,10,space
-7.56929 2.44065 -8.68421 -4.12473 -0.48972 10.0068 -7.6782 9.08524 5.83135 -20.7062 5.63267 13.2695 -3.03588 4.39091 -14.0889 0.523818 15.3721 6.47109 -2.63238 -17.2475 5.1114 2.07063 3.29057 8.42964 -4.2172 -5.71697 -4.45605 -0.235397 7.18454 2.17256 3.91651 22.1843 8.23813 7.0983 -6.45327 5.94271 15.1014 -9.53604 0.653825 18.0148 33.0342 -8.33207 4.8157 -24.6 -3.53875 -14.7521 1.50894 3.83426 -12.0023 -11.2264 0
-17.6187 17.2771 10.1867 2.49038 6.01736 4.46818 -12.9722 4.26493 4.88946 -15.4162 5.85547 18.2369 -3.04159 13.2228 -2.5284 -12.994 5.28181 -6.06135 3.34151 -9.73522 7.28931 6.32264 -8.51289 1.84612 3.30693 -1.24702 -2.7571 6.8959 1.47331 6.09252 5.08623 3.58709 -6.33083 -2.36672 4.87144 -4.15862 -13.0594 -13.3741 -0.678865 18.0885 15.2174 -12.957 10.5232 -16.4122 -6.45804 -3.40275 -6.4031 4.47443 -10.1748 -7.90516 0
-12.0228 8.58733 9.02584 4.18829 -1.79149 0.982472 -15.5284 -1.75651 13.7389 25.7286 1.57807 2.58899 8.40819 3.1163 -2.02041 -20.436 -0.410456 0.581963 -1.23712 30.7102 1.98939 13.2443 -10.5436 5.4676 8.59967 -1.38644 5.29672 20.5598 1.53621 3.86562 -15.5158 12.7584 2.19251 -3.47429 0.567562 -8.54751 -6.24628 7.42736 -3.06282 -8.65464 -0.233729 -3.07703 7.93609 -8.29988 -8.16338 -12.3297 -6.20008 13.9048 -6.97596 5.05342 0
-14.8938 1.95561 -5.77273 -1.31675 2.16347 5.72198 -14.1458 4.57791 -1.43606 5.97892 8.04907 16.1175 5.72892 8.75089 -9.91408 2.11965 6.29757 0.868049 -4.19482 3.49817 7.29714 3.9947 -10.8488 3.12602 1.77351 -0.331397 -0.0435318 3.69794 1.63614 4.38187 -2.77555 20.7139 6.87243 3.61841 28.9434 -9.32442 -24.1444 4.83897 -17.0262 3.91318 16.7817 12.3087 6.52444 -13.2576 3.1774 -1.37921 -3.92947 0.894167 -3.67132 -5.73962 0
-6.88419 0.810142 3.65227 -10.6522 3.37263 6.09631 -2.38109 8.81306 7.18671 -10.3428 -2.07126 14.0823 -13.3757 3.21465 -16.0327 -3.91612 10.7468 2.47798 2.85453 16.3234 1.22963 -0.885082 -12.3923 -8.85851 -0.156515 -0.349648 -1.30009 0.10288 14.4914 -5.04566 3.86394 8.7747 7.18015 11.1971 -4.89735 -13.7781 -7.61536 -11.6411 -10.5606 -4.43535 10.1367 -15.5193 -0.815711 -18.1117 -13.7025 -9.20775 -1.11156 4.42358 -7.83005 -11.6385 0
-1.2295 5.00656 -0.392694 -17.2626 1.43686 11.5875 -11.3826 4.14628 6.98557 -16.2176 5.67165 13.5648 12.2584 13.4162 -3.9274 -4.38375 -3.19356 -1.95356 -5.19637 9.04464 5.54405 6.80637 9.90533 -25.3901 7.80167 4.41309 -17.001 4.18618 4.25892 3.86432 -0.718861 -14.8494 -1.25446 -2.20056 13.5617 -3.81003 -17.1442 13.5118 -4.4537 8.97722 12.8419 5.9172 31.7358 1.25884 -2.77987 -6.35913 -7.99001 9.38337 -18.5213 -4.10848 0
-10.9506 1.26746 6.21794 10.591 8.96905 14.2846 1.24405 8.26022 -0.191931 7.71706 4.70714 16.7808 7.72059 8.55024 -3.13602 -21.9869 -6.06565 -6.21669 -5.04951 22.8455 0.957349 15.6302 1.719 10.0211 -2.11604 6.70657 -2.18035 8.71397 10.8355 9.20791 -12.7778 16.3022 6.79152 -7.00289 28.9007 -6.19893 -33.0544 -8.331 -2.22796 1.70144 1.57179 1.35348 15.4714 -21.2781 -5.43509 -8.08915 -2.20978 1.26305 -12.6487 -18.9173 0
-2.83082 -5.99907 7.91825 5.81445 0.227357 -3.59947 -8.96541 11.7503 -4.73279 3.37321 1.90504 15.4328 -11.4259 0.29337 -9.31301 -13.4497 -3.4609 -6.02827 -1.54014 9.84418 3.12056 8.12033 -7.33797 -30.0669 -4.15471 3.5082 -0.816377 24.1287 0.831639 14.8496 -14.6667 13.2745 -0.320715 4.22405 -6.40189 -0.4966 -16.7458 7.34551 1.97448 12.0741 11.1852 -16.3726 12.5653 -6.16544 -11.1724 -10.9196 -1.96698 3.33743 -14.034 -18.9743 0
-8.18257 11.9832 16.2234 3.4281 8.78064 2.16849 -6.14059 6.67526 4.20119 2.50399 9.18166 12.3751 6.86667 11.6148 -5.69928 -16.6795 6.09079 -4.79388 1.10003 0.185545 3.92097 2.32901 9.97955 -4.95574 5.19254 1.20361 -6.55105 10.0575 -3.48469 1.18286 7.6225 14.6404 1.09699 3.5427 14.908 -9.52429 -1.9793 5.43927 -17.77 2.92788 1.15664 -4.70299 10.9851 -16.8546 -1.02855 -3.4219 -1.2286 -2.1949 -12.7946 -8.89703 0
-10.2907 -0.207449 9.18744 -4.10613 9.56913 10.2724 6.10104 -3.13745 -10.3794 -0.405348 4.00624 8.79674 1.95197 14.4976 -11.7385 -14.4216 3.86606 -2.07118 -0.0459597 6.17025 -3.22047 7.57716 9.83744 8.56732 6.14332 5.4981 -4.25242 6.04841 8.19037 4.30728 -9.89484 2.10687 1.34155 -2.96499 -2.51208 -8.79995 1.84341 -12.7375 -5.06047 -0.710799 -0.302608 -2.83124 16.7732 -24.0004 -6.18973 -10.203 -4.00796 4.46234 -18.3291 -2.55872 0
